Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
CHIS-1221,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Uncommon,Migratory,Species of Concern,
CHIS-1222,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,Approved,Present,Native,Common,Breeder,,
CHIS-1223,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Approved,Present,Native,Common,Migratory,,
CHIS-1224,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,Approved,Present,Native,Common,Migratory,,
CHIS-1225,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Present,Native,Rare,Vagrant,Species of Concern,
CHIS-1226,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Pipilo maculatus,Spotted Towhee,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1227,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Approved,Present,Native,Uncommon,Vagrant,,
CHIS-1228,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1229,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Spizella atrogularis,Black-Chinned Sparrow,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1230,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Occasional,Vagrant,Species of Concern,
CHIS-1231,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Spizella pallida,Clay-Colored Sparrow,Approved,Present,Native,Rare,Vagrant,,
CHIS-1232,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,Approved,Present,Native,Common,Breeder,,
CHIS-1233,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Zonotrichia albicollis,White-Throated Sparrow,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1234,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-Crowned Sparrow,Approved,Present,Native,Abundant,Migratory,,
CHIS-1235,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow,Approved,Present,Native,Abundant,Migratory,,
CHIS-1236,Channel Islands National Park,Bird,Passeriformes,Emberizidae,Zonotrichia querula,Harris' Sparrow,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1237,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carduelis lawrencei,Lawrence's Goldfinch,Approved,Present,Native,Rare,Vagrant,Species of Concern,
CHIS-1238,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,Approved,Present,Native,Uncommon,Vagrant,,
CHIS-1239,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carduelis psaltria,Lesser Goldfinch,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1240,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch,Approved,Present,Native,Rare,Migratory,,
CHIS-1241,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carpodacus mexicanus,House Finch,Approved,Present,Native,Common,Breeder,,
CHIS-1242,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,Approved,Present,Native,Uncommon,Migratory,,
CHIS-1243,Channel Islands National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Rare,Migratory,Species of Concern,
CHIS-1244,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1245,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,Approved,Present,Native,Occasional,Breeder,,
CHIS-1246,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Occasional,Vagrant,Species of Concern,
CHIS-1247,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Occasional,Vagrant,Species of Concern,
CHIS-1248,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Approved,Present,Native,Rare,Vagrant,,
CHIS-1249,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Rare,Vagrant,Species of Concern,
CHIS-1250,Channel Islands National Park,Bird,Passeriformes,Hirundinidae,Tachycineta thalassina,Violet-Green Swallow,Approved,Present,Native,Rare,Vagrant,,
CHIS-1251,Channel Islands National Park,Bird,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1252,Channel Islands National Park,Bird,Passeriformes,Icteridae,Agelaius tricolor,Tricolored Blackbird,Approved,Present,Native,Rare,Vagrant,Under Review,
CHIS-1253,Channel Islands National Park,Bird,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,Approved,Present,Native,Rare,Vagrant,,
CHIS-1254,Channel Islands National Park,Bird,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1255,Channel Islands National Park,Bird,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,Approved,Present,Native,Rare,Breeder,,
CHIS-1256,Channel Islands National Park,Bird,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,Approved,Present,Native,Uncommon,Vagrant,,
CHIS-1257,Channel Islands National Park,Bird,Passeriformes,Icteridae,Icterus cucullatus,Hooded Oriole,Approved,Present,Native,Rare,Vagrant,,
CHIS-1258,Channel Islands National Park,Bird,Passeriformes,Icteridae,Icterus galbula,Baltimore Oriole,Approved,Present,Native,Uncommon,Vagrant,,
CHIS-1259,Channel Islands National Park,Bird,Passeriformes,Icteridae,Icterus parisorum,Scott's Oriole,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1260,Channel Islands National Park,Bird,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,Approved,Present,Native,Uncommon,Migratory,,
CHIS-1261,Channel Islands National Park,Bird,Passeriformes,Icteridae,Sturnella neglecta,Western Meadowlark,Approved,Present,Native,Common,Breeder,,
CHIS-1262,Channel Islands National Park,Bird,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,Approved,Present,Native,Rare,Vagrant,,
CHIS-1263,Channel Islands National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Rare,Breeder,Species of Concern,
CHIS-1264,Channel Islands National Park,Bird,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1265,Channel Islands National Park,Bird,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1266,Channel Islands National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,Approved,Present,Native,Rare,Vagrant,Species of Concern,
CHIS-1267,Channel Islands National Park,Bird,Passeriformes,Mimidae,Toxostoma bendirei,Bendire's Thrasher,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1268,Channel Islands National Park,Bird,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1269,Channel Islands National Park,Bird,Passeriformes,Motacillidae,Anthus cervinus,Red-Throated Pipit,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1270,Channel Islands National Park,Bird,Passeriformes,Motacillidae,Anthus rubescens,American Pipit,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1271,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica caerulescens,Black-Throated Blue Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1272,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica castanea,Bay-Breasted Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1273,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica coronata,Yellow-Rumped Warbler,Approved,Present,Native,Common,Migratory,,
CHIS-1274,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica discolor,Prairie Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1275,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica dominica,Yellow-Throated Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1276,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica fusca,Blackburnian Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1277,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica graciae,Grace's Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1278,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica magnolia,Magnolia Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1279,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica nigrescens,Black-Throated Gray Warbler,Approved,Present,Native,Rare,Vagrant,,
CHIS-1280,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica occidentalis,Hermit Warbler,Approved,Present,Native,Common,Vagrant,,
CHIS-1281,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler,Approved,Present,Native,Rare,Vagrant,,
CHIS-1282,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica pensylvanica,Chestnut-Sided Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1283,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler,Approved,Present,Native,Uncommon,Vagrant,,
CHIS-1284,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler,Approved,Present,Native,Rare,Vagrant,,
CHIS-1285,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica tigrina,Cape May Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1286,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica townsendi,Townsend's Warbler,Approved,Present,Native,Uncommon,Vagrant,,
CHIS-1287,Channel Islands National Park,Bird,Passeriformes,Parulidae,Dendroica virens,Black-Throated Green Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1288,Channel Islands National Park,Bird,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,Approved,Present,Native,Uncommon,Migratory,,
CHIS-1289,Channel Islands National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Uncommon,Vagrant,Species of Concern,
CHIS-1290,Channel Islands National Park,Bird,Passeriformes,Parulidae,Mniotilta varia,Black-And-White Warbler,Approved,Present,Native,Rare,Vagrant,,
CHIS-1291,Channel Islands National Park,Bird,Passeriformes,Parulidae,Myioborus pictus,Painted Redstart,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1292,Channel Islands National Park,Bird,Passeriformes,Parulidae,Oporornis formosus,Kentucky Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1293,Channel Islands National Park,Bird,Passeriformes,Parulidae,Oporornis philadelphia,Mourning Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1294,Channel Islands National Park,Bird,Passeriformes,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Approved,Present,Native,Uncommon,Vagrant,Species of Concern,
CHIS-1295,Channel Islands National Park,Bird,Passeriformes,Parulidae,Parula americana,Northern Parula,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1296,Channel Islands National Park,Bird,Passeriformes,Parulidae,Protonotaria citrea,Prothonotary Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1297,Channel Islands National Park,Bird,Passeriformes,Parulidae,Seiurus aurocapillus,Ovenbird,Approved,Present,Native,Rare,Vagrant,,
CHIS-1298,Channel Islands National Park,Bird,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1299,Channel Islands National Park,Bird,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,Approved,Present,Native,Rare,Vagrant,,
CHIS-1300,Channel Islands National Park,Bird,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,Approved,Present,Native,Common,Breeder,,
CHIS-1301,Channel Islands National Park,Bird,Passeriformes,Parulidae,Vermivora luciae,Lucy's Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1302,Channel Islands National Park,Bird,Passeriformes,Parulidae,Vermivora peregrina,Tennessee Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1303,Channel Islands National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Occasional,Vagrant,Species of Concern,
CHIS-1304,Channel Islands National Park,Bird,Passeriformes,Parulidae,Vermivora virginiae,Virginia's Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1305,Channel Islands National Park,Bird,Passeriformes,Parulidae,Wilsonia canadensis,Canada Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1306,Channel Islands National Park,Bird,Passeriformes,Parulidae,Wilsonia citrina,Hooded Warbler,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1307,Channel Islands National Park,Bird,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Common,Vagrant,Species of Concern,
CHIS-1308,Channel Islands National Park,Bird,Passeriformes,Passeridae,Passer domesticus,House Sparrow,Approved,Present,Native,Rare,Vagrant,,
CHIS-1309,Channel Islands National Park,Bird,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-Gray Gnatcatcher,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1310,Channel Islands National Park,Bird,Passeriformes,Ptilogonatidae,Phainopepla nitens,Phainopepla,Approved,Present,Native,Occasional,Breeder,Species of Concern,
CHIS-1311,Channel Islands National Park,Bird,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,Approved,Present,Native,Common,Migratory,,
CHIS-1312,Channel Islands National Park,Bird,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,Approved,Present,Native,Occasional,Migratory,,
CHIS-1313,Channel Islands National Park,Bird,Passeriformes,Sittidae,Sitta canadensis,Red-Breasted Nuthatch,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1314,Channel Islands National Park,Bird,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,Approved,Present,Native,Occasional,Migratory,,
CHIS-1315,Channel Islands National Park,Bird,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,Approved,Present,Not Native,Abundant,Breeder,,
CHIS-1316,Channel Islands National Park,Bird,Passeriformes,Troglodytidae,Catherpes mexicanus,Canyon Wren,Approved,Present,Native,Occasional,Resident,,
CHIS-1317,Channel Islands National Park,Bird,Passeriformes,Troglodytidae,Cistothorus palustris,Marsh Wren,Approved,Present,Native,Occasional,Migratory,,
CHIS-1318,Channel Islands National Park,Bird,Passeriformes,Troglodytidae,Salpinctes obsoletus,Rock Wren,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1319,Channel Islands National Park,Bird,Passeriformes,Troglodytidae,Thryomanes bewickii,Bewick's Wren,Approved,Present,Native,Common,Breeder,,
CHIS-1320,Channel Islands National Park,Bird,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,Approved,Present,Native,Uncommon,Migratory,,
CHIS-1321,Channel Islands National Park,Bird,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren,Approved,Present,Native,Rare,Vagrant,,
CHIS-1322,Channel Islands National Park,Bird,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1323,Channel Islands National Park,Bird,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush,Approved,Present,Native,Occasional,Breeder,,
CHIS-1324,Channel Islands National Park,Bird,Passeriformes,Turdidae,Myadestes townsendi,Townsend's Solitaire,Approved,Present,Native,Occasional,Migratory,,
CHIS-1325,Channel Islands National Park,Bird,Passeriformes,Turdidae,Sialia currucoides,Mountain Bluebird,Approved,Present,Native,Occasional,Migratory,,
CHIS-1326,Channel Islands National Park,Bird,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,Approved,Present,Native,Occasional,Migratory,Species of Concern,
CHIS-1327,Channel Islands National Park,Bird,Passeriformes,Turdidae,Turdus migratorius,American Robin,Approved,Present,Native,Occasional,Breeder,,
CHIS-1328,Channel Islands National Park,Bird,Passeriformes,Turdidae,Zoothera naevia,Varied Thrush,Approved,Present,Native,Rare,Migratory,,
CHIS-1329,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Contopus borealis,Olive-Sided Flycatcher,Approved,Present,Native,Uncommon,Vagrant,,
CHIS-1330,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Contopus sordidulus,Western Wood-Pewee,Approved,Present,Native,Common,Vagrant,,
CHIS-1331,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Empidonax difficilis,Pacific-Slope Flycatcher,Approved,Present,Native,Common,Breeder,,
CHIS-1332,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Empidonax hammondii,Hammond's Flycatcher,Approved,Present,Native,Rare,Vagrant,,
CHIS-1333,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Empidonax minimus,Least Flycatcher,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1334,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Empidonax oberholseri,Dusky Flycatcher,Approved,Present,Native,Rare,Vagrant,,
CHIS-1335,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Uncommon,Vagrant,Species of Concern,
CHIS-1336,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Empidonax wrightii,Gray Flycatcher,Approved,Present,Native,Rare,Vagrant,,
CHIS-1337,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Myiarchus cinerascens,Ash-Throated Flycatcher,Approved,Present,Native,Rare,Breeder,,
CHIS-1338,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermillion Flycatcher,Approved,Present,Native,Occasional,Vagrant,Species of Concern,
CHIS-1339,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Sayornis nigricans,Black Phoebe,Approved,Present,Native,Rare,Breeder,,
CHIS-1340,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Sayornis phoebe,Eastern Phoebe,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1341,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Sayornis saya,Say's Phoebe,Approved,Present,Native,Common,Migratory,,
CHIS-1342,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Tyrannus forficatus,Scissor-Tailed Flycatcher,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1343,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Tyrannus tyrannus,Eastern Kingbird,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1344,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Tyrannus verticalis,Western Kingbird,Approved,Present,Native,Uncommon,Vagrant,,
CHIS-1345,Channel Islands National Park,Bird,Passeriformes,Tyrannidae,Tyrannus vociferans,Cassin's Kingbird,Approved,Present,Native,Rare,Vagrant,,
CHIS-1346,Channel Islands National Park,Bird,Passeriformes,Vireonidae,Vireo bellii,Bell's Vireo,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1347,Channel Islands National Park,Bird,Passeriformes,Vireonidae,Vireo cassinii,Cassin's Vireo,Approved,Present,Native,Unknown,,,
CHIS-1348,Channel Islands National Park,Bird,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,Approved,Present,Native,Uncommon,Migratory,,
CHIS-1349,Channel Islands National Park,Bird,Passeriformes,Vireonidae,Vireo huttoni,Hutton's Vireo,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1350,Channel Islands National Park,Bird,Passeriformes,Vireonidae,Vireo olivaceus,Red-Eyed Vireo,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1351,Channel Islands National Park,Bird,Passeriformes,Vireonidae,Vireo philadelphicus,Philadelphia Vireo,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1352,Channel Islands National Park,Bird,Passeriformes,Vireonidae,Vireo plumbeus,Plumbeus Vireo,Approved,Present,Native,Unknown,,,
CHIS-1353,Channel Islands National Park,Bird,Passeriformes,Vireonidae,Vireo vicinior,Gray Vireo,Approved,Present,Native,Occasional,Vagrant,Species of Concern,
CHIS-1354,Channel Islands National Park,Bird,Pelecaniformes,Ardeidae,Ardea alba,Great Egret,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1355,Channel Islands National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Uncommon,Migratory,Species of Concern,
CHIS-1356,Channel Islands National Park,Bird,Pelecaniformes,Ardeidae,Bubulcus ibis,Cattle Egret,Approved,Present,Native,Rare,Migratory,,
CHIS-1357,Channel Islands National Park,Bird,Pelecaniformes,Ardeidae,Butorides virescens,Green Heron,Approved,Present,Native,Rare,Vagrant,,
CHIS-1358,Channel Islands National Park,Bird,Pelecaniformes,Ardeidae,Egretta thula,Snowy Egret,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1359,Channel Islands National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Present,Native,Occasional,Migratory,Species of Concern,
CHIS-1360,Channel Islands National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Occasional,Vagrant,Species of Concern,
CHIS-1361,Channel Islands National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus occidentalis,Brown Pelican,Approved,Present,Native,Abundant,Breeder,In Recovery,
CHIS-1362,Channel Islands National Park,Bird,Phaethontiformes,Phaethontidae,Phaethon aethereus,Red-Billed Tropicbird,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1363,Channel Islands National Park,Bird,Piciformes,Picidae,Colaptes auratus,Northern Flicker,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1364,Channel Islands National Park,Bird,Piciformes,Picidae,Melanerpes formicivorus,Acorn Woodpecker,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1365,Channel Islands National Park,Bird,Piciformes,Picidae,Melanerpes lewis,Lewis' Woodpecker,Approved,Present,Native,Uncommon,,,
CHIS-1366,Channel Islands National Park,Bird,Piciformes,Picidae,Picoides nuttallii,Nuttall's Woodpecker,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1367,Channel Islands National Park,Bird,Piciformes,Picidae,Sphyrapicus nuchalis,Red-Naped Sapsucker,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1368,Channel Islands National Park,Bird,Piciformes,Picidae,Sphyrapicus ruber,Red-Breasted Sapsucker,Approved,Present,Native,Uncommon,Migratory,,
CHIS-1369,Channel Islands National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Rare,Migratory,Species of Concern,
CHIS-1370,Channel Islands National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus clarkii,Clark's Grebe,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1371,Channel Islands National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Common,Migratory,Species of Concern,
CHIS-1372,Channel Islands National Park,Bird,Podicipediformes,Podicipedidae,Podiceps auritus,Horned Grebe,Approved,Present,Native,Common,Migratory,,
CHIS-1373,Channel Islands National Park,Bird,Podicipediformes,Podicipedidae,Podiceps nigricollis,Eared Grebe,Approved,Present,Native,Abundant,Migratory,,
CHIS-1374,Channel Islands National Park,Bird,Podicipediformes,Podicipedidae,Podilymbus podiceps,Pied-Billed Grebe,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1375,Channel Islands National Park,Bird,Procellariiformes,Diomedeidae,Diomedea albatrus,Short-Tailed Albatross,Approved,Present,Native,Occasional,Vagrant,Endangered,
CHIS-1376,Channel Islands National Park,Bird,Procellariiformes,Diomedeidae,Diomedea immutabilis,Laysan Albatross,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1377,Channel Islands National Park,Bird,Procellariiformes,Diomedeidae,Diomedea nigripes,Black-Footed Albatross,Approved,Present,Native,Occasional,Migratory,,
CHIS-1378,Channel Islands National Park,Bird,Procellariiformes,Hydrobatidae,Oceanodroma homochroa,Ashy Storm-Petrel,Approved,Present,Native,Common,Breeder,,
CHIS-1379,Channel Islands National Park,Bird,Procellariiformes,Hydrobatidae,Oceanodroma leucorhoa,Leach's Storm-Petrel,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1380,Channel Islands National Park,Bird,Procellariiformes,Hydrobatidae,Oceanodroma melania,Black Storm-Petrel,Approved,Present,Native,Common,Breeder,,
CHIS-1381,Channel Islands National Park,Bird,Procellariiformes,Hydrobatidae,Oceanodroma microsoma,Least Storm-Petrel,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1382,Channel Islands National Park,Bird,Procellariiformes,Procellariidae,Fulmarus glacialis,Northern Fulmar,Approved,Present,Native,Uncommon,Migratory,,
CHIS-1383,Channel Islands National Park,Bird,Procellariiformes,Procellariidae,Puffinus carneipes,Flesh-Footed Shearwater,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1384,Channel Islands National Park,Bird,Procellariiformes,Procellariidae,Puffinus creatopus,Pink-Footed Shearwater,Approved,Present,Native,Rare,Migratory,,
CHIS-1385,Channel Islands National Park,Bird,Procellariiformes,Procellariidae,Puffinus griseus,Sooty Shearwater,Approved,Present,Native,Uncommon,Migratory,,
CHIS-1386,Channel Islands National Park,Bird,Procellariiformes,Procellariidae,Puffinus opisthomelas,Black-Vented Shearwater,Approved,Present,Native,Rare,Vagrant,,
CHIS-1387,Channel Islands National Park,Bird,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-Whet Owl,Approved,Present,Native,Uncommon,Breeder,,
CHIS-1388,Channel Islands National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,Breeder,Species of Concern,
CHIS-1389,Channel Islands National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Rare,Migratory,Species of Concern,
CHIS-1390,Channel Islands National Park,Bird,Strigiformes,Strigidae,Athene cunicularia,Burrowing Owl,Approved,Present,Native,Occasional,Breeder,,
CHIS-1391,Channel Islands National Park,Bird,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1392,Channel Islands National Park,Bird,Strigiformes,Strigidae,Otus flammeolus,Flammulated Owl,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1393,Channel Islands National Park,Bird,Strigiformes,Tytonidae,Tyto alba,Barn Owl,Approved,Present,Native,Rare,Breeder,,
CHIS-1394,Channel Islands National Park,Bird,Suliformes,Fregatidae,Fregata magnificens,Magnificent Frigatebird,Approved,Present,Native,Occasional,Migratory,,
CHIS-1395,Channel Islands National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Common,Breeder,Species of Concern,
