Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
DEVA-1834,Death Valley National Park,Amphibian,Anura,Ranidae,Rana pipiens brachycephala,Plains Leopard Frog,In Review,,,,,,
DEVA-1835,Death Valley National Park,Amphibian,Anura,Scaphiopodidae,Scaphiopus hammondii hammondii,None,In Review,,,,,,
DEVA-1836,Death Valley National Park,Amphibian,Anura,Bufonidae,Anaxyrus boreas,Western Toad,Approved,Present,Native,Abundant,Resident,,
DEVA-1837,Death Valley National Park,Amphibian,Anura,Bufonidae,Anaxyrus exsul,Black Toad,Approved,Not Present (Historical Report),Not Native,,,,
DEVA-1838,Death Valley National Park,Amphibian,Anura,Bufonidae,Anaxyrus punctatus,Red-Spotted Toad,Approved,Present,Native,Common,Resident,,
DEVA-1839,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo,Toads,In Review,,,,,,
DEVA-1840,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo americanus,American Toad,In Review,,,,,,
DEVA-1841,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo americanus americanus,Eastern American Toad,In Review,,,,,,
DEVA-1842,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo boreas boreas,Boreal Toad,In Review,,,,,,
DEVA-1843,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo boreas halophilus,California Toad,In Review,,,,,,
DEVA-1844,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo boreas nelsoni,Amargosa Toad,In Review,,,,,,
DEVA-1845,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo lentiginosus woodhousii,None,In Review,,,,,,
DEVA-1846,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo microscaphus,"Arizona Toad, Southwestern Toad",In Review,,,,,,
DEVA-1847,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo nelsoni,Amargosa Toad,In Review,,,,,,
DEVA-1848,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo terrestris,Southern Toad,In Review,,,,,,
DEVA-1849,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo terrestris americanus,None,In Review,,,,,,
DEVA-1850,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo valliceps,Gulf Coast Toad,In Review,,,,,,
DEVA-1851,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo woodhousii,Woodhouse's Toad,In Review,,,,,,
DEVA-1852,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo woodhousii fowleri,Fowler's Toad,In Review,,,,,,
DEVA-1853,Death Valley National Park,Amphibian,Anura,Bufonidae,Bufo woodhousii woodhousii,"Rocky Mountain Toad, Woodhouse's Toad",In Review,,,,,,
DEVA-1854,Death Valley National Park,Amphibian,Anura,Hylidae,Acris gryllus crepitans,None,In Review,,,,,,
DEVA-1855,Death Valley National Park,Amphibian,Anura,Hylidae,Hyla arenicolor,Canyon Treefrog,In Review,,,,,,
DEVA-1856,Death Valley National Park,Amphibian,Anura,Hylidae,Hyla avivoca,Bird-Voiced Treefrog,In Review,,,,,,
DEVA-1857,Death Valley National Park,Amphibian,Anura,Hylidae,Hyla cadaverina,California Treefrog,In Review,,,,,,
DEVA-1858,Death Valley National Park,Amphibian,Anura,Hylidae,Hyla cinerea,"Green Tree Frog, Green Treefrog",In Review,,,,,,
DEVA-1859,Death Valley National Park,Amphibian,Anura,Hylidae,Hyla crucifer,None,In Review,,,,,,
DEVA-1860,Death Valley National Park,Amphibian,Anura,Hylidae,Hyla crucifer crucifer,None,In Review,,,,,,
DEVA-1861,Death Valley National Park,Amphibian,Anura,Hylidae,Hyla squirella,Squirrel Treefrog,In Review,,,,,,
DEVA-1862,Death Valley National Park,Amphibian,Anura,Hylidae,Hyla versicolor,Gray Treefrog,In Review,,,,,,
DEVA-1863,Death Valley National Park,Amphibian,Anura,Hylidae,Hyla versicolor versicolor,None,In Review,,,,,,
DEVA-1864,Death Valley National Park,Amphibian,Anura,Hylidae,Pseudacris hypochondriaca,Baja California Treefrog,Approved,Present,Native,Common,Resident,,
DEVA-1865,Death Valley National Park,Amphibian,Anura,Hylidae,Pseudacris nigrita feriarum,None,In Review,,,,,,
DEVA-1866,Death Valley National Park,Amphibian,Anura,Hylidae,Pseudacris nigrita nigrita,"Southern Chorus Frog, Striped Southern Chorus Frog",In Review,,,,,,
DEVA-1867,Death Valley National Park,Amphibian,Anura,Hylidae,Pseudacris nigrita triseriata,None,In Review,,,,,,
DEVA-1868,Death Valley National Park,Amphibian,Anura,Ranidae,Lithobates catesbeianus,American Bullfrog,Approved,Present,Not Native,Common,Resident,,
DEVA-1869,Death Valley National Park,Amphibian,Anura,Ranidae,Lithobates pipiens,Northern Leopard Frog,Approved,Not Confirmed,Native,,,,
DEVA-1870,Death Valley National Park,Amphibian,Anura,Ranidae,Rana aurora,"Northern Red-Legged Frog, Red-Legged Frog",In Review,,,,,,
DEVA-1871,Death Valley National Park,Amphibian,Anura,Ranidae,Rana boylii,Foothill Yellow-Legged Frog,In Review,,,,,Under Review,
DEVA-1872,Death Valley National Park,Amphibian,Anura,Ranidae,Rana clamitans,Green Frog,In Review,,,,,,
DEVA-1873,Death Valley National Park,Amphibian,Anura,Ranidae,Rana draytonii,California Red-Legged Frog,In Review,,,,,Threatened,
DEVA-1874,Death Valley National Park,Amphibian,Anura,Ranidae,Rana fisheri,Vegas Valley Leopard Frog,In Review,,,,,,
DEVA-1875,Death Valley National Park,Amphibian,Anura,Ranidae,Rana palustris,Pickerel Frog,In Review,,,,,,
DEVA-1876,Death Valley National Park,Amphibian,Anura,Ranidae,Rana pretiosa,Oregon Spotted Frog,In Review,,,,,Threatened,
DEVA-1877,Death Valley National Park,Amphibian,Anura,Ranidae,Rana pretiosa pretiosa,None,In Review,,,,,,
DEVA-1878,Death Valley National Park,Amphibian,Anura,Scaphiopodidae,Scaphiopus,North American Spadefoots,In Review,,,,,,
DEVA-1879,Death Valley National Park,Amphibian,Anura,Scaphiopodidae,Scaphiopus hammondii,None,In Review,,,,,,
DEVA-1880,Death Valley National Park,Amphibian,Anura,Scaphiopodidae,Spea intermontana,Great Basin Spadefoot,In Review,,,,,,
DEVA-1881,Death Valley National Park,Amphibian,Caudata,Ambystomatidae,Ambystoma jeffersonianum,Jefferson Salamander,In Review,,,,,,
DEVA-1882,Death Valley National Park,Amphibian,Caudata,Ambystomatidae,Ambystoma tigrinum melanostictum,Blotched Tiger Salamander,In Review,,,,,,
DEVA-1883,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Aneides lugubris lugubris,None,In Review,,,,,,
DEVA-1884,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps aridus,Desert Slender Salamander,In Review,,,,,Endangered,
DEVA-1885,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps attenuatus,California Slender Salamander,In Review,,,,,,
DEVA-1886,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps campi,Inyo Mountains Slender Salamander,Approved,Present,Native,Uncommon,Resident,Under Review,
DEVA-1887,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps major,Garden Slender Salamander,In Review,,,,,,
DEVA-1888,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps pacificus,"Channel Islands Slender Salamander, Pacific Slender Salamander",In Review,,,,,Species of Concern,
DEVA-1889,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps relictus,Relictual Slender Salamander,In Review,,,,,Under Review,
DEVA-1890,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps simatus,Kern Canyon Slender Salamander,In Review,,,,,Under Review,
DEVA-1891,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps stebbinsi,Tehachapi Slender Salamander,In Review,,,,,,
DEVA-1892,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps wrighti,Oregon Slender Salamander,In Review,,,,,Under Review,
DEVA-1893,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Desmognathus fuscus,"Dusky Salamander, Northern Dusky Salamander",In Review,,,,,,
DEVA-1894,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Ensatina eschscholtzii,Ensatina,Approved,Not Confirmed,Native,,,,
DEVA-1895,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Eurycea quadridigitata,Dwarf Salamander,In Review,,,,,,
DEVA-1896,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Hemidactylium scutatum,Four-Toed Salamander,In Review,,,,,,
DEVA-1897,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Hydromantes platycephalus,Mount Lyell Salamander,In Review,,,,,Species of Concern,
DEVA-1898,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Hydromantes shastae,Shasta Salamander,In Review,,,,,Under Review,
DEVA-1899,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Plethodon cinereus,"Eastern Red-Backed Salamander, Redback Salamander, Red-Backed Salamander",In Review,,,,,,
DEVA-1900,Death Valley National Park,Amphibian,Caudata,Salamandridae,Notophthalmus viridescens,Eastern Newt,In Review,,,,,,
DEVA-1901,Death Valley National Park,Amphibian,Caudata,Salamandridae,Triturus sierrae,None,In Review,,,,,,
DEVA-1902,Death Valley National Park,Amphibian,Caudata,Salamandridae,Triturus torosus,Pacific Coast Newt,In Review,,,,,,
DEVA-1903,Death Valley National Park,Amphibian,Caudata,Salamandridae,Triturus viridescens,None,In Review,,,,,,
EVER-1473,Everglades National Park,Amphibian,Anura,Bufonidae,Bufo marinus,"Cane Toad, Giant Toad, Marine Toad",Approved,Present,Not Native,Uncommon,Resident,,
EVER-1474,Everglades National Park,Amphibian,Anura,Bufonidae,Bufo quercicus,Oak Toad,Approved,Present,Native,Common,Resident,,
EVER-1475,Everglades National Park,Amphibian,Anura,Bufonidae,Bufo terrestris,Southern Toad,Approved,Present,Native,Common,Resident,,
EVER-1476,Everglades National Park,Amphibian,Anura,Eleutherodactylidae,Eleutherodactylus planirostris,Greenhouse Frog,Approved,Present,Not Native,Abundant,Resident,,
EVER-1477,Everglades National Park,Amphibian,Anura,Hylidae,Acris gryllus dorsalis,Florida Cricket Frog,Approved,Present,Native,Abundant,Resident,,
EVER-1478,Everglades National Park,Amphibian,Anura,Hylidae,Hyla cinerea,Green Treefrog,Approved,Present,Native,Abundant,Resident,,
EVER-1479,Everglades National Park,Amphibian,Anura,Hylidae,Hyla squirella,Squirrel Treefrog,Approved,Present,Native,Abundant,Resident,,
EVER-1480,Everglades National Park,Amphibian,Anura,Hylidae,Osteopilus septentrionalis,Cuban Treefrog,Approved,Present,Not Native,Common,Resident,,
EVER-1481,Everglades National Park,Amphibian,Anura,Hylidae,Pseudacris nigrita verrucosa,Florida Chorus Frog,Approved,Present,Native,Common,Resident,,
EVER-1482,Everglades National Park,Amphibian,Anura,Hylidae,Pseudacris ocularis,Little Grass Frog,Approved,Present,Native,Abundant,Resident,,
EVER-1483,Everglades National Park,Amphibian,Anura,Microhylidae,Gastrophryne carolinensis,Eastern Narrow-Mouthed Toad,Approved,Present,Native,Abundant,Resident,,
EVER-1484,Everglades National Park,Amphibian,Anura,Ranidae,Rana grylio,Pig Frog,Approved,Present,Native,Abundant,Resident,,
EVER-1485,Everglades National Park,Amphibian,Anura,Ranidae,Rana sphenocephala,Southern Leopard Frog,Approved,Present,Native,Abundant,Resident,,
EVER-1486,Everglades National Park,Amphibian,Caudata,Amphiumidae,Amphiuma means,Two-Toed Amphiuma,Approved,Present,Native,Abundant,Resident,,
EVER-1487,Everglades National Park,Amphibian,Caudata,Salamandridae,Notophthalmus viridescens piaropicola,Peninsula Newt,Approved,Present,Native,Abundant,Resident,,
EVER-1488,Everglades National Park,Amphibian,Caudata,Sirenidae,Pseudobranchus axanthus belli,Everglades Dwarf Siren,Approved,Present,Native,Uncommon,Resident,,
EVER-1489,Everglades National Park,Amphibian,Caudata,Sirenidae,Siren lacertina,Greater Siren,Approved,Present,Native,Uncommon,Resident,,
GAAR-1173,Gates Of The Arctic National Park and Preserve,Amphibian,Anura,Ranidae,Rana sylvatica,Wood Frog,In Review,Present,,,,,
GLAC-1350,Glacier National Park,Amphibian,Anura,Bufonidae,Bufo boreas,Western Toad,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
GLAC-1351,Glacier National Park,Amphibian,Anura,Hylidae,Pseudacris maculata,Boreal Chorus Frog,Approved,Present,Native,Rare,Breeder,,
GLAC-1352,Glacier National Park,Amphibian,Anura,Hylidae,Pseudacris regilla,"Northern Pacific Treefrog, Pacific Chorus Frog, Pacific Treefrog",Approved,Present,Native,Rare,Breeder,,
GLAC-1353,Glacier National Park,Amphibian,Anura,Leiopelmatidae,Ascaphus montanus,"Inland Tailed Frog, Rocky Mountain Tailed Frog",Approved,Present,Native,Uncommon,Breeder,,
GLAC-1354,Glacier National Park,Amphibian,Anura,Ranidae,Rana luteiventris,Columbia Spotted Frog,Approved,Present,Native,Common,Breeder,Species of Concern,
GLAC-1355,Glacier National Park,Amphibian,Caudata,Ambystomatidae,Ambystoma macrodactylum,Long-Toed Salamander,Approved,Present,Native,Common,Breeder,,
GLBA-1319,Glacier Bay National Park and Preserve,Amphibian,Anura,Bufonidae,Bufo boreas,"Boreal Toad, Western Toad",Approved,Present,Native,Uncommon,Breeder,Species of Concern,
GLBA-1320,Glacier Bay National Park and Preserve,Amphibian,Anura,Ranidae,Rana aurora,Red-Legged Frog,Approved,Not Present,Not Native,,,,
GLBA-1321,Glacier Bay National Park and Preserve,Amphibian,Anura,Ranidae,Rana sylvatica,Wood Frog,Approved,Not Present,Native,,,,
GLBA-1322,Glacier Bay National Park and Preserve,Amphibian,Caudata,Ambystomatidae,Ambystoma gracile,Northwestern Salamander,Approved,Not Confirmed,Native,,,Species of Concern,
GLBA-1323,Glacier Bay National Park and Preserve,Amphibian,Caudata,Salamandridae,Taricha granulosa,Rough-Skinned Newt,Approved,Not Confirmed,Native,,,Species of Concern,
GRBA-1491,Great Basin National Park,Amphibian,Anura,Ranidae,Rana pipiens brachycephala,Plains Leopard Frog,In Review,,,,,,
GRBA-1492,Great Basin National Park,Amphibian,Anura,Bufonidae,Bufo boreas,Western Toad,In Review,Not Confirmed,,,,Species of Concern,
GRBA-1493,Great Basin National Park,Amphibian,Anura,Bufonidae,Bufo cognatus,Great Plains Toad,In Review,,,,,,
GRBA-1494,Great Basin National Park,Amphibian,Anura,Bufonidae,Bufo punctatus,Red-Spotted Toad,In Review,,,,,,
GRBA-1495,Great Basin National Park,Amphibian,Anura,Bufonidae,Bufo woodhousii,"Rocky Mountain Toad, Woodhouse's Toad",In Review,Not Confirmed,,,,,
GRBA-1496,Great Basin National Park,Amphibian,Anura,Bufonidae,Bufo woodhousii woodhousii,"Rocky Mountain Toad, Woodhouse's Toad",In Review,,,,,,
GRBA-1497,Great Basin National Park,Amphibian,Anura,Hylidae,Hyla arenicolor,Canyon Treefrog,In Review,,,,,,
GRBA-1498,Great Basin National Park,Amphibian,Anura,Hylidae,Hyla regilla,Pacific Treefrog,In Review,,,,,,
GRBA-1499,Great Basin National Park,Amphibian,Anura,Hylidae,Pseudacris regilla,Pacific Treefrog,In Review,Not Confirmed,,,,,
GRBA-1500,Great Basin National Park,Amphibian,Anura,Hylidae,Pseudacris triseriata maculata,Boreal Chorus Frog,In Review,,,,,,
GRBA-1501,Great Basin National Park,Amphibian,Anura,Ranidae,Lithobates catesbeianus,American Bullfrog,Approved,Not Present,Not Native,,,,
GRBA-1502,Great Basin National Park,Amphibian,Anura,Ranidae,Lithobates pipiens,Northern Leopard Frog,Approved,Not Confirmed,Native,,,,
GRBA-1503,Great Basin National Park,Amphibian,Anura,Ranidae,Rana aurora,"Northern Red-Legged Frog, Red-Legged Frog",In Review,,,,,,
GRBA-1504,Great Basin National Park,Amphibian,Anura,Ranidae,Rana clamitans,Green Frog,In Review,,,,,,
GRBA-1505,Great Basin National Park,Amphibian,Anura,Ranidae,Rana luteiventris,Columbia Spotted Frog,Approved,Not Confirmed,Native,,,Species of Concern,
GRBA-1506,Great Basin National Park,Amphibian,Anura,Ranidae,Rana pretiosa,Oregon Spotted Frog,In Review,,,,,Threatened,
GRBA-1507,Great Basin National Park,Amphibian,Anura,Scaphiopodidae,Scaphiopus hammondi,None,In Review,,,,,,
GRBA-1508,Great Basin National Park,Amphibian,Anura,Scaphiopodidae,Scaphiopus hammondi intermontanus,None,In Review,,,,,,
GRBA-1509,Great Basin National Park,Amphibian,Anura,Scaphiopodidae,Scaphiopus intermontanus,None,In Review,,,,,,
GRBA-1510,Great Basin National Park,Amphibian,Anura,Scaphiopodidae,Spea intermontana,Great Basin Spadefoot,Approved,Present,Native,Uncommon,,,
GRBA-1511,Great Basin National Park,Amphibian,Caudata,Ambystomatidae,Ambystoma tigrinum,Tiger Salamander,In Review,Not Confirmed,,,,,
GRBA-1512,Great Basin National Park,Amphibian,Caudata,Ambystomatidae,Ambystoma tigrinum nebulosum,Arizona Tiger Salamander,In Review,,,,,,
GRCA-1638,Grand Canyon National Park,Amphibian,Anura,Bufonidae,Anaxyrus cognatus,Great Plains Toad,Approved,Present,Native,Rare,,,
GRCA-1639,Grand Canyon National Park,Amphibian,Anura,Bufonidae,Anaxyrus punctatus,Red-Spotted Toad,Approved,Present,Native,Abundant,Breeder,,
GRCA-1640,Grand Canyon National Park,Amphibian,Anura,Bufonidae,Anaxyrus woodhousii woodhousii,Woodhouse's Toad,Approved,Present,Native,Abundant,Breeder,,
GRCA-1641,Grand Canyon National Park,Amphibian,Anura,Bufonidae,Incilius alvarius,Colorado River Toad,Approved,Not Confirmed,Native,,,,
GRCA-1642,Grand Canyon National Park,Amphibian,Anura,Hylidae,Hyla arenicolor,Canyon Treefrog,Approved,Present,Native,Abundant,Breeder,,
GRCA-1643,Grand Canyon National Park,Amphibian,Anura,Ranidae,Lithobates catesbeianus,American Bullfrog,Approved,Not Confirmed,Not Native,,,,
GRCA-1644,Grand Canyon National Park,Amphibian,Anura,Ranidae,Lithobates onca,Relict Leopard Frog,Approved,Not Confirmed,Native,,,Under Review,
GRCA-1645,Grand Canyon National Park,Amphibian,Anura,Ranidae,Lithobates pipiens,Northern Leopard Frog,Approved,Not Present (Historical Report),Native,,,,
GRCA-1646,Grand Canyon National Park,Amphibian,Anura,Ranidae,Lithobates yavapaiensis,"Lowland Leopard Frog, Yavapai Frog, Yavapai Leopard Frog",Approved,Present,Native,Rare,Breeder,,
GRCA-1647,Grand Canyon National Park,Amphibian,Anura,Scaphiopodidae,Spea bombifrons,Plains Spadefoot,Approved,Not Confirmed,Native,,,,
GRCA-1648,Grand Canyon National Park,Amphibian,Anura,Scaphiopodidae,Spea hammondii,Western Spadefoot,Approved,Present,Native,,Breeder,Under Review,
GRCA-1649,Grand Canyon National Park,Amphibian,Anura,Scaphiopodidae,Spea intermontana,Great Basin Spadefoot Toad,Approved,Present,Native,Uncommon,,,
GRCA-1650,Grand Canyon National Park,Amphibian,Anura,Scaphiopodidae,Spea multiplicata,Mexican Spadefoot,Approved,Not Confirmed,Native,,,,
GRCA-1651,Grand Canyon National Park,Amphibian,Caudata,Ambystomatidae,Ambystoma mavortium nebulosum,Arizona Tiger Salamander,Approved,Present,Native,Rare,,,
GRCA-1652,Grand Canyon National Park,Amphibian,Caudata,Ambystomatidae,Ambystoma tigrinum,"Eastern Tiger Salamander, Tiger Salamander, Utah Tiger Salamander",Approved,Present,Native,Uncommon,Breeder,,
GRSA-1316,Great Sand Dunes National Park and Preserve,Amphibian,Anura,Bufonidae,Bufo cognatus,Great Plains Toad,Approved,Present,Native,Rare,Breeder,,
GRSA-1317,Great Sand Dunes National Park and Preserve,Amphibian,Anura,Bufonidae,Bufo woodhousii,Woodhouse's Toad,Approved,Present,Native,Common,Breeder,,
GRSA-1318,Great Sand Dunes National Park and Preserve,Amphibian,Anura,Hylidae,Pseudacris triseriata,"Striped Chorus Frog, Western Chorus Frog",Approved,Present,Native,Common,Breeder,,
GRSA-1319,Great Sand Dunes National Park and Preserve,Amphibian,Anura,Ranidae,Rana pipiens,Northern Leopard Frog,Approved,Present,Native,Rare,Breeder,,
GRSA-1320,Great Sand Dunes National Park and Preserve,Amphibian,Anura,Scaphiopodidae,Spea bombifrons,Plains Spadefoot Toads,Approved,Present,Native,Common,Breeder,,
